Castle 1,Castle 2,Castle 3,Castle 4,Castle 5,Castle 6,Castle 7,Castle 8,Castle 9,Castle 10,Why did you choose your troop deployment?
1,1,1,1,1,12,20,20,21,22,"Based on over 1,000,000,000 simulated battles with various different deployments (some random, some seeded), as well as using a simplistic machine learning algorithm to adjust the deployments, this was the most successful deployment, with slight modifications as a nod towards considering likely human strategies.  20/20/20/20/20 in 6/7/8/9/10 was the most successful seed design (beating out 16/16/17/17/17/17, initially the most successful seed, in later rounds as the deployments improved).   I remove some from 6, allocating a few extra to the high end and one to each of the low five, so to beat strategies that place zero on many castles.

General design: started with 10,000 randomly allocated rows allocating soldiers in groups of 5 (to get improved clustering), plus ten seed rows, including 100 in castle 10, 50/50, 10/30/30/30, 25/25/25/25, 20/20/20/20/20, and 16/16/17/17/17/17 (castle 10 always the last number) and several others.  Simulated all deployments battling all others, then tallied wins, and created a new sample of 20k rows using PPS with replacement sampling based on the square of wins.  Reran the simulated battles, then did another sample selection step with 25k rows again using PPS, and reran those simulated battles.  The winner was 19/19/20/21/21 which won 23,812 battles out of 25,000.

I also confirmed the results using a OLS regression with the ten castle quantities as independent variables and wins as the dependent variable.  OLS indicates that castles 7 through 10 have positive coefficients, 6 has approximately 0 coefficient, and 1-5 have negative coefficients, suggesting that more tests might pull towards a higher number for castle 9 and 10.  Given the slightly negative (but nearly zero) weight on 6, I felt confident removing some of the armies from it in order to put single armies on the other five."
1,1,1,1,1,12,16,33,33,1,Instinctively most people will try to defend the 10th castle with the most troops.  This strategy defends the middle castles 6 though 9 with a slightly uneven distribution of troops. Also throwing in 1 at each of the other castles in case the other side simply puts no troops there.  The value of those 5 troopers in Castles 6 and 7 is only slightly problematic.
1,1,1,1,1,12,16,18,22,27,"Probability weighted the top 5 castles, 1 soldier to the others to catch open slots. "
1,1,1,1,1,11,21,31,21,11,Why? Because you asked me to.
1,1,1,1,1,11,21,21,21,21,Balanced attack of top castles.  Defeats the uniform and weighted by points distributions. 
1,1,1,1,1,11,15,34,34,1,Best strategies seem to be trying to get castles 6-9 or 8-10 and 1 of anything else. This strategy does well against both strategies that use troop deployments that seem logically intuitive. Any strategy that beats this one seems to do poorly against what I would consider normal strategies.
1,1,1,1,1,10,20,30,35,0,"Assume that rational opponents will over-commit troops to castle 10, leaving castles 9, 8, 7, and 6 relatively undefended; note that these four castles sum to 30, which is enough to win most battles.  Castles 1-5 are each allocated one troop, to hedge against a similar strategy that assigns zero troops to each."
1,1,1,1,1,7,14,19,25,30,
1,1,1,1,1,7,14,16,20,38,"Not really sure. I want to win the higher ones, but not give up on the cheap lower ones."
1,1,1,1,1,7,7,21,29,31,"Maximixing potential to win the most amount of points on the high castles, while catching people off guard who sent 0 to the lower castles"
1,1,1,1,1,5,15,20,25,30,Pick up as many castles as possible
1,1,1,1,1,1,31,31,31,1,"Always have at least 1 at each castle to claim points in case the enemy does not show up. Go strong for the 9-8-7 castles; people tend to fixate on the 10, so let them have it.  The goal is 28 points.

This is not all that different from the electoral college, only more arrows, battering rams and boiling oil."
1,1,1,1,1,1,26,22,23,23,"Take any uncontested castles, focus on the high-value ones but prioritize 7 since it + 1-6 is enough to win."
1,1,1,1,1,1,23,23,24,24,"It is important to note that you MUST capture at least 1 of castles [7,8,9, or 10] in order to have more than half the points (28/55). To that end, I have sent 1 troop to each of the lesser castles in order to pick up ""free"" points from the people who focus solely on the larger point castles. I have split the remaining troops evenly among the remaining high value castles. I would hope that this means that I dominate similar strategies. I have no doubt that my strategy is not optimal, and I expect to be beaten, but I figured I'd throw my hat into the ring."
1,1,1,1,1,1,23,23,24,24,"Their are 55 possible points so one must win 28 to win. I will send 1 to each in case one person does not send any to a base. Then I will divide the remaining 90 among the 7,8,9,10 which is all that is nescecary to reach 28. 90/4 is 22 with 2 remainder. This will be put on the 9 and 10 to go after the most important targets"
1,1,1,1,1,1,23,23,24,24,"There are 55 points possible, and all that is needed for victory is 28. So I invest heavily in the four most valuable castles, but I also send one soldier to each of the remaining castles so that I'm not beaten by a strategy that grabs one ""core"" castle and picks up a few points from smaller-point castles."
1,1,1,1,1,1,23,23,24,24,If I can win the 4 highest castles it doesn't matter if I lose the other 6.  The 1 soldier in each of the first 6 castles is to win against those who put 0.
1,1,1,1,1,1,21,26,26,21,"I tried to come up with as many possible strategies as I could, then guard against all of them. Some of the strategies that I am hoping to guard against: 1. A relatively even troop deployment: I would hope to win 10, 9, 8, and 7 guarantee a victory. 2. Top-heavy deployment: They would win 10 and 7, but might lose 9 or 8, and could lose 1-6, giving me a win. 3. Ignoring 1-6. I could steal points there. 4. Heavily attacking 4-8 or 5-9: I reinforced 8 and 9 with 26, hoping to beat any 25s there. 5. Relying on multiples of five. I used 6s and 1s to end my numbers, hoping to gain an edge over those who end their numbers with 5s and 0s. "
1,1,1,1,1,1,21,21,26,26,"Re-submitting answer, not sure if it's allowed or not. While debating with friends over optimal strategies, I realized that my initial proposal ([1,1,1,1,1,1,23,23,24,24) was weak to the very ""easy"" solution of 25 in the upper 4 castles. This solution rectifies that mistake."
1,1,1,1,1,1,14,20,20,40,
1,1,1,1,1,1,13,27,27,27,"Trying to guarantee 8,9, and 10. Sending 1 troop everywhere in case other participants don't. Make the troop count sent to 7 be enough to beat someone who sends equal amount to all posts.

Without having any idea of the distribution of possible strategies, this is a complete shot in the dark. Maybe I'm lacking in imagination, but I don't think there is any pure strategy Nash equilibrium to this game. "
1,1,1,1,1,1,10,21,28,35,Fastest to 28 wins
1,1,1,1,1,1,10,19,25,40,7+8+9+10 > 1+2+....+6. Putting 1 at 1-6 will beat all the people who put 0 at those castles.
1,1,1,1,1,1,4,30,30,30,"The winner needs at least 28 points. The quickest route to the win is to obtain the points at the least number of castles possible, which is four: castles 10, 9, 8, and an additional castle (any will do). The obvious strategy is to deploy even numbers of troops at each of those castles. I chose instead to deploy better-than-even numbers at the most valuable castles, but not at the expense of failing to contest every castle, because my goal is to win merely one more beyond the top three. In any situation where I win the top three castles, I win at least one of the others - or tie. 

Fun puzzle; thanks for offering it!"
1,1,1,1,1,1,1,31,31,31,Just in case... Ya know? 
1,1,1,1,1,1,1,31,31,31,"Since you need at least 23 points to win each war, I decided to throw most of my soldiers at castles 8, 9, & 10, for a total of 24 points if my opponent happened to underload those three castles.  I also gave 1 soldier to each of the other seven castles, so if my opponent didn't bother with these castles, I'd win just by showing up."
1,1,1,1,1,1,1,31,31,31,"I just need over half the point to win. So winning 8, 9 and 10 i enough"
1,1,1,1,1,1,1,30,31,32,"Go in at full force to get the 27 points from the most valuable castles, and hope the opponent leaves one of the other 7 undefended"
1,1,1,1,1,1,1,29,30,34,"Need 28 points to win so try to get 10, 9, 8 and then hope to split/win one other castle "
1,1,1,1,1,1,1,28,31,34,"This is a second submission, so please disqualify this one if only one submission is allowed.   I wanted to see how ""dominate the blue states"" faired, so I proportionately distributed to castles 8,9,10  and then removed 7 (2,2,3) to distribute 1 per castles 1-7."
1,1,1,1,1,1,1,21,31,41,A bunch of 1s on lower castles to win points from the presumably many people who submit zeros. Then heavy deployment to the top three castles.
1,1,1,1,1,1,1,1,1,1,"Opponent can't focus on all of the castles, so I'm spreading out to try to win more volume. The low ones aren't valuable but I'm more likely to win those outright."
